step_n,E_lj,E_elec,E_total
104700,-2.111865590231222 kJ mol^-1,-2110.844104101864 kJ mol^-1,-2112.9559696920956 kJ mol^-1
104800,-2.8590682235200355 kJ mol^-1,-2099.9861365461775 kJ mol^-1,-2102.8452047696974 kJ mol^-1
104900,-7.478300222976786 kJ mol^-1,-2087.475565938256 kJ mol^-1,-2094.953866161233 kJ mol^-1
105000,-7.102767986536708 kJ mol^-1,-2064.416685321365 kJ mol^-1,-2071.5194533079016 kJ mol^-1
105100,-7.9225639727766115 kJ mol^-1,-2077.278224658854 kJ mol^-1,-2085.2007886316305 kJ mol^-1
105200,-3.617361472607298 kJ mol^-1,-2081.461792113739 kJ mol^-1,-2085.0791535863464 kJ mol^-1
105300,-2.2830176826289073 kJ mol^-1,-2078.586681472976 kJ mol^-1,-2080.869699155605 kJ mol^-1
105400,-2.7800026118409726 kJ mol^-1,-2069.7516118049675 kJ mol^-1,-2072.5316144168087 kJ mol^-1
105500,-0.662906306336028 kJ mol^-1,-2069.4438337520037 kJ mol^-1,-2070.1067400583397 kJ mol^-1
105600,-4.221799528198424 kJ mol^-1,-2046.7855648201894 kJ mol^-1,-2051.007364348388 kJ mol^-1
105700,-3.63442574425904 kJ mol^-1,-2049.8480805832783 kJ mol^-1,-2053.4825063275375 kJ mol^-1
105800,-3.5585210447733076 kJ mol^-1,-2049.932816580836 kJ mol^-1,-2053.4913376256095 kJ mol^-1
105900,3.3414340962255364 kJ mol^-1,-2055.1843326919843 kJ mol^-1,-2051.842898595759 kJ mol^-1
106000,5.02503469616721 kJ mol^-1,-2055.6102968668247 kJ mol^-1,-2050.5852621706576 kJ mol^-1
106100,4.742570627362855 kJ mol^-1,-2056.303933623506 kJ mol^-1,-2051.561362996143 kJ mol^-1
106200,4.538593510160372 kJ mol^-1,-2053.7282028105 kJ mol^-1,-2049.1896093003397 kJ mol^-1
106300,2.412321761161482 kJ mol^-1,-2055.5799057890927 kJ mol^-1,-2053.1675840279313 kJ mol^-1
106400,-0.7723585273144246 kJ mol^-1,-2053.045013095783 kJ mol^-1,-2053.817371623097 kJ mol^-1
106500,-6.834483779744651 kJ mol^-1,-2057.0464881389917 kJ mol^-1,-2063.880971918736 kJ mol^-1
106600,-5.258124784016451 kJ mol^-1,-2057.5603680591335 kJ mol^-1,-2062.81849284315 kJ mol^-1
106700,3.6838452460628055 kJ mol^-1,-2076.768575047523 kJ mol^-1,-2073.08472980146 kJ mol^-1
106800,1.2127828220512804 kJ mol^-1,-2085.1072594899683 kJ mol^-1,-2083.894476667917 kJ mol^-1
106900,6.6032427679889025 kJ mol^-1,-2088.5135011075554 kJ mol^-1,-2081.9102583395666 kJ mol^-1
107000,1.7949845098951587 kJ mol^-1,-2084.0242114856724 kJ mol^-1,-2082.2292269757772 kJ mol^-1
107100,4.51389875938045 kJ mol^-1,-2089.0188555003574 kJ mol^-1,-2084.504956740977 kJ mol^-1
107200,4.949378450019299 kJ mol^-1,-2100.520197932298 kJ mol^-1,-2095.5708194822787 kJ mol^-1
107300,6.7496843888804365 kJ mol^-1,-2087.312343037977 kJ mol^-1,-2080.5626586490966 kJ mol^-1
107400,25.383884151521148 kJ mol^-1,-2082.1480500534835 kJ mol^-1,-2056.7641659019623 kJ mol^-1
107500,24.548395012661828 kJ mol^-1,-2072.1367496831294 kJ mol^-1,-2047.5883546704677 kJ mol^-1
107600,10.085580622571369 kJ mol^-1,-2074.39601024682 kJ mol^-1,-2064.3104296242486 kJ mol^-1
107700,11.074236558636532 kJ mol^-1,-2084.3338533442998 kJ mol^-1,-2073.259616785663 kJ mol^-1
107800,11.021654057585065 kJ mol^-1,-2073.4096540235123 kJ mol^-1,-2062.387999965927 kJ mol^-1
107900,13.68901291487872 kJ mol^-1,-2079.462708220205 kJ mol^-1,-2065.7736953053263 kJ mol^-1
108000,7.049111354982303 kJ mol^-1,-2082.4202600842136 kJ mol^-1,-2075.371148729231 kJ mol^-1
108100,1.384004004290384 kJ mol^-1,-2073.7333763214056 kJ mol^-1,-2072.349372317115 kJ mol^-1
108200,0.3155676339894572 kJ mol^-1,-2078.226842498714 kJ mol^-1,-2077.911274864725 kJ mol^-1
108300,-2.6305334715322006 kJ mol^-1,-2075.731110845824 kJ mol^-1,-2078.361644317356 kJ mol^-1
108400,-4.165938376374197 kJ mol^-1,-2077.076516474459 kJ mol^-1,-2081.242454850833 kJ mol^-1
108500,-6.141894549785337 kJ mol^-1,-2076.0871849810446 kJ mol^-1,-2082.22907953083 kJ mol^-1
108600,-4.595328609976475 kJ mol^-1,-2102.3216517566225 kJ mol^-1,-2106.916980366599 kJ mol^-1
108700,-4.2063255265722805 kJ mol^-1,-2105.7335921166296 kJ mol^-1,-2109.9399176432016 kJ mol^-1
108800,-4.162774211358103 kJ mol^-1,-2097.5339516045296 kJ mol^-1,-2101.696725815888 kJ mol^-1
108900,-4.747319157754333 kJ mol^-1,-2100.332779898005 kJ mol^-1,-2105.080099055759 kJ mol^-1
109000,-0.8095293767340033 kJ mol^-1,-2106.1684953545964 kJ mol^-1,-2106.9780247313306 kJ mol^-1
109100,-2.071832969546899 kJ mol^-1,-2095.9235899326 kJ mol^-1,-2097.995422902147 kJ mol^-1
109200,-4.042249713904681 kJ mol^-1,-2086.3163781920766 kJ mol^-1,-2090.3586279059814 kJ mol^-1
109300,-3.5268706645855032 kJ mol^-1,-2106.1180626903574 kJ mol^-1,-2109.644933354943 kJ mol^-1
109400,-2.4849286492580642 kJ mol^-1,-2109.4866337201156 kJ mol^-1,-2111.9715623693737 kJ mol^-1
109500,-3.17092199540111 kJ mol^-1,-2099.429383048119 kJ mol^-1,-2102.6003050435197 kJ mol^-1
109600,-4.621965707593656 kJ mol^-1,-2103.0212287383392 kJ mol^-1,-2107.6431944459327 kJ mol^-1
109700,-1.2349396052698507 kJ mol^-1,-2085.4219929557694 kJ mol^-1,-2086.6569325610394 kJ mol^-1
109800,-8.133136306272938 kJ mol^-1,-2082.8860538214603 kJ mol^-1,-2091.019190127733 kJ mol^-1
109900,-1.3674936204445765 kJ mol^-1,-2089.278792866982 kJ mol^-1,-2090.6462864874266 kJ mol^-1
110000,-7.50744158104182 kJ mol^-1,-2078.448014057211 kJ mol^-1,-2085.9554556382527 kJ mol^-1
110100,-4.008806013332769 kJ mol^-1,-2087.25410673134 kJ mol^-1,-2091.2629127446726 kJ mol^-1
110200,-7.421848966494851 kJ mol^-1,-2086.6064472166127 kJ mol^-1,-2094.0282961831076 kJ mol^-1
110300,-4.524051935342051 kJ mol^-1,-2074.7988726376757 kJ mol^-1,-2079.3229245730176 kJ mol^-1
110400,-3.2692796732245744 kJ mol^-1,-2068.2444343438947 kJ mol^-1,-2071.513714017119 kJ mol^-1
110500,-3.059497461695786 kJ mol^-1,-2062.7613572768114 kJ mol^-1,-2065.820854738507 kJ mol^-1
110600,-1.5788914012093542 kJ mol^-1,-2048.4948030019013 kJ mol^-1,-2050.0736944031105 kJ mol^-1
110700,3.032345311240093 kJ mol^-1,-2057.3137734916554 kJ mol^-1,-2054.2814281804153 kJ mol^-1
110800,0.5667229551818709 kJ mol^-1,-2060.9007319735515 kJ mol^-1,-2060.3340090183697 kJ mol^-1
110900,-1.387822414346739 kJ mol^-1,-2050.2416656147475 kJ mol^-1,-2051.6294880290943 kJ mol^-1
111000,8.298702410390518 kJ mol^-1,-2061.4870684068374 kJ mol^-1,-2053.188365996447 kJ mol^-1
111100,8.48567875628921 kJ mol^-1,-2067.054722628439 kJ mol^-1,-2058.5690438721495 kJ mol^-1
111200,11.627834760877635 kJ mol^-1,-2068.952268652195 kJ mol^-1,-2057.3244338913173 kJ mol^-1
111300,11.837009409531955 kJ mol^-1,-2059.029204255879 kJ mol^-1,-2047.192194846347 kJ mol^-1
111400,9.414785181568657 kJ mol^-1,-2068.698716452887 kJ mol^-1,-2059.283931271318 kJ mol^-1
111500,3.295207427811177 kJ mol^-1,-2071.894333707871 kJ mol^-1,-2068.59912628006 kJ mol^-1
111600,2.587231497426325 kJ mol^-1,-2076.8300632238374 kJ mol^-1,-2074.242831726411 kJ mol^-1
111700,4.899782246965635 kJ mol^-1,-2086.823852993968 kJ mol^-1,-2081.9240707470026 kJ mol^-1
111800,0.8533602882920142 kJ mol^-1,-2095.434542434226 kJ mol^-1,-2094.581182145934 kJ mol^-1
111900,2.255604831045139 kJ mol^-1,-2091.754795262587 kJ mol^-1,-2089.4991904315416 kJ mol^-1
112000,3.1904604225108537 kJ mol^-1,-2084.429247877967 kJ mol^-1,-2081.238787455456 kJ mol^-1
112100,4.451899513002308 kJ mol^-1,-2076.170574823401 kJ mol^-1,-2071.7186753103983 kJ mol^-1
112200,5.317382939297051 kJ mol^-1,-2086.525603838551 kJ mol^-1,-2081.208220899254 kJ mol^-1
112300,6.2682961429987545 kJ mol^-1,-2082.5595238323767 kJ mol^-1,-2076.291227689378 kJ mol^-1
112400,17.78890905375172 kJ mol^-1,-2089.403284234049 kJ mol^-1,-2071.614375180297 kJ mol^-1
112500,20.227687242042027 kJ mol^-1,-2092.011249947978 kJ mol^-1,-2071.7835627059358 kJ mol^-1
112600,21.230924098983884 kJ mol^-1,-2093.35111049166 kJ mol^-1,-2072.1201863926763 kJ mol^-1
112700,18.137946932196833 kJ mol^-1,-2092.176663074637 kJ mol^-1,-2074.03871614244 kJ mol^-1
112800,17.885112024926837 kJ mol^-1,-2099.7352943963765 kJ mol^-1,-2081.8501823714496 kJ mol^-1
112900,17.965302656294252 kJ mol^-1,-2093.023643649982 kJ mol^-1,-2075.058340993688 kJ mol^-1
113000,13.076768775637534 kJ mol^-1,-2096.7032064055047 kJ mol^-1,-2083.6264376298673 kJ mol^-1
113100,17.10898146379081 kJ mol^-1,-2115.388051424055 kJ mol^-1,-2098.279069960264 kJ mol^-1
113200,11.73139604559163 kJ mol^-1,-2122.3358942480054 kJ mol^-1,-2110.6044982024137 kJ mol^-1
113300,13.144565473944363 kJ mol^-1,-2134.1222198602427 kJ mol^-1,-2120.977654386298 kJ mol^-1
113400,17.712782169627527 kJ mol^-1,-2147.9996362213833 kJ mol^-1,-2130.2868540517557 kJ mol^-1
113500,14.938268222954674 kJ mol^-1,-2138.5335216782887 kJ mol^-1,-2123.595253455334 kJ mol^-1
113600,16.540836638705322 kJ mol^-1,-2130.532107648467 kJ mol^-1,-2113.9912710097615 kJ mol^-1
113700,24.895158885693967 kJ mol^-1,-2153.0935194216227 kJ mol^-1,-2128.1983605359287 kJ mol^-1
113800,27.071160392021547 kJ mol^-1,-2151.9041225523897 kJ mol^-1,-2124.832962160368 kJ mol^-1
113900,21.924561271285583 kJ mol^-1,-2149.699995288924 kJ mol^-1,-2127.7754340176384 kJ mol^-1
114000,24.087868767024066 kJ mol^-1,-2153.681314540085 kJ mol^-1,-2129.593445773061 kJ mol^-1
114100,17.57449606048867 kJ mol^-1,-2147.4429747172476 kJ mol^-1,-2129.8684786567587 kJ mol^-1
114200,20.436627335306184 kJ mol^-1,-2162.4121014241323 kJ mol^-1,-2141.975474088826 kJ mol^-1
114300,20.485756215902096 kJ mol^-1,-2167.815234059469 kJ mol^-1,-2147.3294778435666 kJ mol^-1
114400,16.362707303029893 kJ mol^-1,-2170.2038672907624 kJ mol^-1,-2153.8411599877327 kJ mol^-1
114500,14.237688466226448 kJ mol^-1,-2169.403085015742 kJ mol^-1,-2155.1653965495157 kJ mol^-1
114600,12.25031311911622 kJ mol^-1,-2168.864407349402 kJ mol^-1,-2156.614094230286 kJ mol^-1
114700,19.382446169568503 kJ mol^-1,-2176.7302229023853 kJ mol^-1,-2157.347776732817 kJ mol^-1
114800,9.2315375831325 kJ mol^-1,-2168.641266706565 kJ mol^-1,-2159.4097291234325 kJ mol^-1
114900,11.336608412977487 kJ mol^-1,-2181.471237928387 kJ mol^-1,-2170.1346295154094 kJ mol^-1
115000,15.364963753796992 kJ mol^-1,-2189.3834110834373 kJ mol^-1,-2174.0184473296404 kJ mol^-1
115100,17.933301307840825 kJ mol^-1,-2197.932140466174 kJ mol^-1,-2179.9988391583333 kJ mol^-1
115200,17.78891112192584 kJ mol^-1,-2210.140616363407 kJ mol^-1,-2192.351705241481 kJ mol^-1
115300,20.123716924415106 kJ mol^-1,-2192.609616340859 kJ mol^-1,-2172.4858994164438 kJ mol^-1
115400,27.82402436681243 kJ mol^-1,-2201.409587718636 kJ mol^-1,-2173.5855633518236 kJ mol^-1
115500,26.25307044046728 kJ mol^-1,-2196.792885023974 kJ mol^-1,-2170.539814583507 kJ mol^-1
115600,22.653385243031856 kJ mol^-1,-2204.864016485938 kJ mol^-1,-2182.210631242906 kJ mol^-1
115700,16.30957659504609 kJ mol^-1,-2189.6453074482706 kJ mol^-1,-2173.3357308532245 kJ mol^-1
115800,15.421885320799584 kJ mol^-1,-2180.1937866042645 kJ mol^-1,-2164.771901283465 kJ mol^-1
115900,10.660585894652344 kJ mol^-1,-2180.521748592068 kJ mol^-1,-2169.8611626974157 kJ mol^-1
116000,14.082417225499022 kJ mol^-1,-2172.2569954848154 kJ mol^-1,-2158.1745782593166 kJ mol^-1
116100,12.223788451406346 kJ mol^-1,-2169.7683025661995 kJ mol^-1,-2157.544514114793 kJ mol^-1
116200,16.986978582231004 kJ mol^-1,-2178.914793226175 kJ mol^-1,-2161.9278146439437 kJ mol^-1
116300,20.012818339026083 kJ mol^-1,-2179.1444867554496 kJ mol^-1,-2159.1316684164235 kJ mol^-1
116400,33.25905146297052 kJ mol^-1,-2183.5122527222993 kJ mol^-1,-2150.2532012593288 kJ mol^-1
116500,39.872981419333236 kJ mol^-1,-2192.9421134512745 kJ mol^-1,-2153.069132031941 kJ mol^-1
116600,34.9525157664891 kJ mol^-1,-2184.140000720358 kJ mol^-1,-2149.187484953869 kJ mol^-1
116700,37.51597990558498 kJ mol^-1,-2182.518178305256 kJ mol^-1,-2145.0021983996708 kJ mol^-1
116800,34.20133282706622 kJ mol^-1,-2196.4583602835924 kJ mol^-1,-2162.257027456526 kJ mol^-1
116900,32.98366347132792 kJ mol^-1,-2190.170651034382 kJ mol^-1,-2157.186987563054 kJ mol^-1
117000,24.77884000081436 kJ mol^-1,-2184.845579753591 kJ mol^-1,-2160.066739752777 kJ mol^-1
117100,19.714529324988774 kJ mol^-1,-2187.5466194133555 kJ mol^-1,-2167.832090088367 kJ mol^-1
117200,19.09115227292972 kJ mol^-1,-2182.65935660181 kJ mol^-1,-2163.5682043288803 kJ mol^-1
117300,17.961065068708407 kJ mol^-1,-2178.784241486171 kJ mol^-1,-2160.823176417463 kJ mol^-1
117400,14.520731011364525 kJ mol^-1,-2172.6369198954194 kJ mol^-1,-2158.1161888840547 kJ mol^-1
117500,15.322373330725966 kJ mol^-1,-2172.4768932358675 kJ mol^-1,-2157.1545199051416 kJ mol^-1
117600,11.791316529190453 kJ mol^-1,-2172.9812338621978 kJ mol^-1,-2161.1899173330075 kJ mol^-1
117700,14.661501535447469 kJ mol^-1,-2176.5692310171185 kJ mol^-1,-2161.907729481671 kJ mol^-1
117800,16.700109634748113 kJ mol^-1,-2183.037765288828 kJ mol^-1,-2166.3376556540798 kJ mol^-1
117900,13.721422259535954 kJ mol^-1,-2182.067185168829 kJ mol^-1,-2168.345762909293 kJ mol^-1
118000,17.80317572388742 kJ mol^-1,-2179.465997103997 kJ mol^-1,-2161.6628213801096 kJ mol^-1
118100,10.539649754297663 kJ mol^-1,-2163.4298815055795 kJ mol^-1,-2152.890231751282 kJ mol^-1
118200,9.302966583025555 kJ mol^-1,-2162.8027742816575 kJ mol^-1,-2153.499807698632 kJ mol^-1
118300,17.046922397624087 kJ mol^-1,-2167.7990276094956 kJ mol^-1,-2150.7521052118714 kJ mol^-1
118400,15.868061375591637 kJ mol^-1,-2179.940904709984 kJ mol^-1,-2164.0728433343925 kJ mol^-1
118500,10.294474010147978 kJ mol^-1,-2169.81621271515 kJ mol^-1,-2159.521738705002 kJ mol^-1
118600,8.426040175935555 kJ mol^-1,-2164.2791905330605 kJ mol^-1,-2155.853150357125 kJ mol^-1
118700,15.786061084014875 kJ mol^-1,-2171.3259468775477 kJ mol^-1,-2155.539885793533 kJ mol^-1
118800,10.203648623192212 kJ mol^-1,-2175.566474115092 kJ mol^-1,-2165.3628254919 kJ mol^-1
118900,10.433068902353662 kJ mol^-1,-2163.1555919760262 kJ mol^-1,-2152.7225230736726 kJ mol^-1
119000,9.344551386801006 kJ mol^-1,-2154.0696019293628 kJ mol^-1,-2144.725050542562 kJ mol^-1
119100,7.776273356288309 kJ mol^-1,-2156.3345452810636 kJ mol^-1,-2148.5582719247755 kJ mol^-1
119200,-4.655499521950178 kJ mol^-1,-2148.732916639503 kJ mol^-1,-2153.3884161614533 kJ mol^-1
119300,0.4848591114365955 kJ mol^-1,-2157.16064567232 kJ mol^-1,-2156.6757865608834 kJ mol^-1
119400,3.2988860828264133 kJ mol^-1,-2144.3026746216083 kJ mol^-1,-2141.003788538782 kJ mol^-1
119500,3.8474548343103394 kJ mol^-1,-2140.434493162596 kJ mol^-1,-2136.587038328286 kJ mol^-1
119600,2.8573014302624635 kJ mol^-1,-2139.5196614196316 kJ mol^-1,-2136.662359989369 kJ mol^-1
119700,5.76790361498019 kJ mol^-1,-2140.056727892122 kJ mol^-1,-2134.288824277142 kJ mol^-1
119800,8.496782791831427 kJ mol^-1,-2137.418520455579 kJ mol^-1,-2128.9217376637475 kJ mol^-1
119900,6.906130096732631 kJ mol^-1,-2146.336606253918 kJ mol^-1,-2139.4304761571852 kJ mol^-1
120000,10.33641243644873 kJ mol^-1,-2140.85526300648 kJ mol^-1,-2130.518850570031 kJ mol^-1
120100,14.058067774298344 kJ mol^-1,-2132.83855303018 kJ mol^-1,-2118.7804852558816 kJ mol^-1
120200,11.86305536455594 kJ mol^-1,-2135.03941597853 kJ mol^-1,-2123.1763606139743 kJ mol^-1
120300,11.088687842320228 kJ mol^-1,-2142.3439750195585 kJ mol^-1,-2131.255287177238 kJ mol^-1
120400,9.704390930714181 kJ mol^-1,-2149.323610586946 kJ mol^-1,-2139.619219656232 kJ mol^-1
120500,0.9282010238644081 kJ mol^-1,-2136.012017736832 kJ mol^-1,-2135.0838167129677 kJ mol^-1
120600,-0.1620664383734425 kJ mol^-1,-2139.706836967013 kJ mol^-1,-2139.8689034053864 kJ mol^-1
120700,-6.106170662784701 kJ mol^-1,-2128.1512713875404 kJ mol^-1,-2134.257442050325 kJ mol^-1
120800,-3.7736356269879576 kJ mol^-1,-2133.9897653191742 kJ mol^-1,-2137.763400946162 kJ mol^-1
120900,-2.2921182089122767 kJ mol^-1,-2136.843917047282 kJ mol^-1,-2139.136035256194 kJ mol^-1
121000,-1.4066758355782591 kJ mol^-1,-2145.8852744359856 kJ mol^-1,-2147.291950271564 kJ mol^-1
121100,-5.195664528510598 kJ mol^-1,-2137.984166752758 kJ mol^-1,-2143.1798312812684 kJ mol^-1
121200,-5.508995999363896 kJ mol^-1,-2130.3983838598765 kJ mol^-1,-2135.9073798592403 kJ mol^-1
121300,-6.54241223884627 kJ mol^-1,-2136.035251812958 kJ mol^-1,-2142.5776640518043 kJ mol^-1
121400,-1.879733070694493 kJ mol^-1,-2134.7100160171203 kJ mol^-1,-2136.5897490878147 kJ mol^-1
121500,-2.304600139534308 kJ mol^-1,-2144.4458383442393 kJ mol^-1,-2146.7504384837735 kJ mol^-1
121600,1.1549441466230599 kJ mol^-1,-2150.9795995961704 kJ mol^-1,-2149.824655449547 kJ mol^-1
121700,2.063564984998743 kJ mol^-1,-2143.9577882905055 kJ mol^-1,-2141.894223305507 kJ mol^-1
121800,11.270492006606352 kJ mol^-1,-2162.492596146607 kJ mol^-1,-2151.2221041400007 kJ mol^-1
121900,9.794967539991891 kJ mol^-1,-2157.843387567722 kJ mol^-1,-2148.04842002773 kJ mol^-1
122000,13.060608873526434 kJ mol^-1,-2159.2361768926776 kJ mol^-1,-2146.1755680191513 kJ mol^-1
122100,13.95887289662743 kJ mol^-1,-2145.6861266321607 kJ mol^-1,-2131.7272537355334 kJ mol^-1
122200,12.429735476205973 kJ mol^-1,-2140.4422936323035 kJ mol^-1,-2128.0125581560974 kJ mol^-1
122300,2.0874624578548895 kJ mol^-1,-2117.3411874659278 kJ mol^-1,-2115.2537250080727 kJ mol^-1
122400,3.62743370983715 kJ mol^-1,-2110.400684591064 kJ mol^-1,-2106.773250881227 kJ mol^-1
122500,3.2277656118510807 kJ mol^-1,-2095.143629912024 kJ mol^-1,-2091.915864300173 kJ mol^-1
122600,8.632467957382355 kJ mol^-1,-2105.1641122939436 kJ mol^-1,-2096.5316443365614 kJ mol^-1
122700,9.209712402470233 kJ mol^-1,-2102.9531708648037 kJ mol^-1,-2093.7434584623334 kJ mol^-1
122800,6.736716082115973 kJ mol^-1,-2100.5550907403467 kJ mol^-1,-2093.818374658231 kJ mol^-1
122900,10.943224037125056 kJ mol^-1,-2090.39388327901 kJ mol^-1,-2079.4506592418848 kJ mol^-1
123000,7.489805291694885 kJ mol^-1,-2096.5968397438487 kJ mol^-1,-2089.107034452154 kJ mol^-1
123100,6.352029211210656 kJ mol^-1,-2093.408080833612 kJ mol^-1,-2087.0560516224014 kJ mol^-1
123200,6.54531880978834 kJ mol^-1,-2103.5278984260167 kJ mol^-1,-2096.9825796162286 kJ mol^-1
123300,9.299289925419108 kJ mol^-1,-2113.0209598695483 kJ mol^-1,-2103.721669944129 kJ mol^-1
123400,9.918349426623937 kJ mol^-1,-2122.096032264524 kJ mol^-1,-2112.1776828379 kJ mol^-1
123500,10.288632940472095 kJ mol^-1,-2113.06501393449 kJ mol^-1,-2102.776380994018 kJ mol^-1
123600,-3.4764582446260133 kJ mol^-1,-2109.823124168477 kJ mol^-1,-2113.299582413103 kJ mol^-1
123700,3.1019725547130697 kJ mol^-1,-2099.7480070992574 kJ mol^-1,-2096.6460345445444 kJ mol^-1
123800,1.154445290939315 kJ mol^-1,-2090.3361735435587 kJ mol^-1,-2089.1817282526195 kJ mol^-1
123900,4.701182621188326 kJ mol^-1,-2094.1921853215695 kJ mol^-1,-2089.491002700381 kJ mol^-1
124000,7.345094574842294 kJ mol^-1,-2097.750816383158 kJ mol^-1,-2090.405721808316 kJ mol^-1
124100,8.458182007920117 kJ mol^-1,-2100.8234222280144 kJ mol^-1,-2092.365240220094 kJ mol^-1
124200,12.128423281572514 kJ mol^-1,-2095.609686128639 kJ mol^-1,-2083.481262847067 kJ mol^-1
124300,15.776978416694648 kJ mol^-1,-2100.094639399078 kJ mol^-1,-2084.317660982383 kJ mol^-1
124400,19.43989398940897 kJ mol^-1,-2093.4410225582574 kJ mol^-1,-2074.0011285688483 kJ mol^-1
124500,29.376405494942322 kJ mol^-1,-2112.753107388802 kJ mol^-1,-2083.3767018938597 kJ mol^-1
124600,32.49905145673324 kJ mol^-1,-2118.9097518388317 kJ mol^-1,-2086.410700382098 kJ mol^-1
124700,25.381629107468665 kJ mol^-1,-2102.9428335755415 kJ mol^-1,-2077.561204468073 kJ mol^-1
124800,16.398463410263382 kJ mol^-1,-2081.759953190519 kJ mol^-1,-2065.3614897802554 kJ mol^-1
124900,14.373374832550445 kJ mol^-1,-2085.7018486116026 kJ mol^-1,-2071.3284737790523 kJ mol^-1
125000,7.700352815473215 kJ mol^-1,-2077.401726388376 kJ mol^-1,-2069.701373572903 kJ mol^-1
125100,4.756847058614821 kJ mol^-1,-2077.9411238510825 kJ mol^-1,-2073.1842767924677 kJ mol^-1
125200,5.51068883343083 kJ mol^-1,-2062.678083195183 kJ mol^-1,-2057.167394361752 kJ mol^-1
125300,9.734889044148478 kJ mol^-1,-2065.8894470794057 kJ mol^-1,-2056.154558035257 kJ mol^-1
125400,19.49251352203584 kJ mol^-1,-2063.247630195823 kJ mol^-1,-2043.7551166737874 kJ mol^-1
125500,20.150741221791268 kJ mol^-1,-2059.6210500920065 kJ mol^-1,-2039.4703088702151 kJ mol^-1
125600,24.58928969305418 kJ mol^-1,-2061.6704242361084 kJ mol^-1,-2037.0811345430543 kJ mol^-1
125700,22.86865895800933 kJ mol^-1,-2060.9222690378397 kJ mol^-1,-2038.0536100798304 kJ mol^-1
125800,24.27272628321878 kJ mol^-1,-2069.3057678002842 kJ mol^-1,-2045.0330415170654 kJ mol^-1
125900,9.203242706477496 kJ mol^-1,-2058.976306219728 kJ mol^-1,-2049.7730635132507 kJ mol^-1
126000,7.972824270845058 kJ mol^-1,-2057.706174020746 kJ mol^-1,-2049.7333497499008 kJ mol^-1
126100,5.1969166689868 kJ mol^-1,-2060.6115763070234 kJ mol^-1,-2055.4146596380365 kJ mol^-1
126200,8.229762211655189 kJ mol^-1,-2065.782855513642 kJ mol^-1,-2057.553093301987 kJ mol^-1
126300,16.837101935471587 kJ mol^-1,-2075.1646419354047 kJ mol^-1,-2058.327539999933 kJ mol^-1
126400,16.931483200459535 kJ mol^-1,-2079.2076491339662 kJ mol^-1,-2062.2761659335065 kJ mol^-1
126500,17.588286427517257 kJ mol^-1,-2093.001344888284 kJ mol^-1,-2075.413058460767 kJ mol^-1
126600,18.55896362055423 kJ mol^-1,-2099.0654240010604 kJ mol^-1,-2080.5064603805063 kJ mol^-1
126700,15.205034055042587 kJ mol^-1,-2100.240680644801 kJ mol^-1,-2085.0356465897585 kJ mol^-1
126800,14.327997927916405 kJ mol^-1,-2123.1519416265182 kJ mol^-1,-2108.823943698602 kJ mol^-1
126900,11.878798456976627 kJ mol^-1,-2104.2041831637925 kJ mol^-1,-2092.325384706816 kJ mol^-1
127000,13.630617348240568 kJ mol^-1,-2088.780933434171 kJ mol^-1,-2075.15031608593 kJ mol^-1
127100,11.76511372168509 kJ mol^-1,-2089.289157434522 kJ mol^-1,-2077.5240437128373 kJ mol^-1
127200,13.152625674888103 kJ mol^-1,-2092.1448800411167 kJ mol^-1,-2078.9922543662287 kJ mol^-1
127300,19.7757805267496 kJ mol^-1,-2095.6831108566284 kJ mol^-1,-2075.9073303298787 kJ mol^-1
127400,21.711566950052145 kJ mol^-1,-2100.0338665302934 kJ mol^-1,-2078.322299580241 kJ mol^-1
127500,8.417556527889507 kJ mol^-1,-2089.459941511768 kJ mol^-1,-2081.0423849838785 kJ mol^-1
127600,7.283521268288028 kJ mol^-1,-2096.2475931923614 kJ mol^-1,-2088.9640719240733 kJ mol^-1
127700,9.402140603512054 kJ mol^-1,-2098.506298596111 kJ mol^-1,-2089.1041579925986 kJ mol^-1
127800,14.282228221374464 kJ mol^-1,-2113.084221016292 kJ mol^-1,-2098.801992794917 kJ mol^-1
127900,11.177297606700792 kJ mol^-1,-2102.4414519215024 kJ mol^-1,-2091.2641543148015 kJ mol^-1
128000,8.48499774553919 kJ mol^-1,-2095.9489900536705 kJ mol^-1,-2087.4639923081313 kJ mol^-1
128100,8.666137163200448 kJ mol^-1,-2117.245593008793 kJ mol^-1,-2108.5794558455927 kJ mol^-1
128200,12.347989836652344 kJ mol^-1,-2136.8924862470885 kJ mol^-1,-2124.5444964104363 kJ mol^-1
128300,18.962456996034614 kJ mol^-1,-2135.544596905584 kJ mol^-1,-2116.5821399095494 kJ mol^-1
128400,19.83942472356606 kJ mol^-1,-2139.4190916021043 kJ mol^-1,-2119.5796668785383 kJ mol^-1
128500,14.51185361944572 kJ mol^-1,-2129.371829743156 kJ mol^-1,-2114.85997612371 kJ mol^-1
128600,16.318045049680133 kJ mol^-1,-2125.945996318308 kJ mol^-1,-2109.627951268628 kJ mol^-1
128700,15.104935880261323 kJ mol^-1,-2119.8126780546236 kJ mol^-1,-2104.7077421743625 kJ mol^-1
128800,14.489409512491605 kJ mol^-1,-2127.586604740435 kJ mol^-1,-2113.0971952279438 kJ mol^-1
128900,25.176620878843167 kJ mol^-1,-2135.468315374893 kJ mol^-1,-2110.29169449605 kJ mol^-1
