step_n,E_lj,E_elec,E_total
43400,3551.5296793486327,-91399.51764040973,-87847.9879610611
43500,3549.7957790778964,-91449.88030516478,-87900.0845260869
43600,3593.9100656915894,-91770.58865425934,-88176.67858856775
43700,3591.0346641801043,-91842.60993620905,-88251.57527202895
43800,3591.8713355311247,-91916.3265222791,-88324.45518674797
43900,3676.868713310073,-92247.27434605578,-88570.40563274571
44000,3692.0345773939125,-92294.39872537625,-88602.36414798233
44100,3804.0764617300265,-92574.99120664125,-88770.91474491122
44200,3811.6364519130143,-92755.28176759547,-88943.64531568246
44300,3814.3755460793177,-92982.96314691669,-89168.58760083737
44400,3814.03640179807,-93137.83653695145,-89323.80013515337
44500,3789.529894508761,-93291.33948371497,-89501.80958920621
44600,3796.1862058905067,-93479.06852412611,-89682.8823182356
44700,3802.297693552293,-93658.5908486636,-89856.29315511131
44800,3754.8217764994774,-93768.98208866498,-90014.1603121655
44900,3751.742942183532,-93929.03631291534,-90177.29337073182
45000,3647.753813959611,-93915.65103260399,-90267.89721864437
45100,3638.4450411127136,-94014.97482700077,-90376.52978588805
45200,3642.2241304215822,-94054.40991797321,-90412.18578755163
45300,3642.2426379330077,-94086.723458107,-90444.48082017398
45400,3639.3045266388135,-94362.77692691414,-90723.47240027534
45500,3640.9143073296236,-94389.88347359824,-90748.96916626861
45600,3467.8216816823106,-94387.44319063459,-90919.62150895227
45700,3478.692717452279,-94457.15407859316,-90978.46136114089
45800,3452.1895727500905,-94605.63874796678,-91153.44917521668
45900,3469.8530778392856,-94744.31723310378,-91274.46415526449
46000,3436.203908842766,-94807.57456729743,-91371.37065845466
46100,3477.2163181357123,-94914.64665630522,-91437.4303381695
46200,3476.3944363550245,-94980.84212324423,-91504.44768688921
46300,3455.928920965663,-95312.86303637859,-91856.93411541294
46400,3520.1528853853765,-95397.56135381888,-91877.4084684335
46500,3647.1016522865893,-95819.10658794962,-92172.00493566303
46600,3646.0401107142866,-96015.72884452435,-92369.68873381006
46700,3642.765760295098,-96091.99547695254,-92449.22971665744
46800,3645.8194414660697,-96131.01187868425,-92485.19243721818
46900,3649.8061521112168,-96452.09682223272,-92802.29067012151
47000,3618.458598125562,-96553.24072657364,-92934.78212844807
47100,3614.9049478263637,-96739.68605555798,-93124.78110773161
